EventId,EventTemplate,Occurrences
445c6618,iar 001066c4 dear 0252528c,1
8b6bd1d9,iar 001066c4 dear 025251fc,1
c312c182,iar 00106678 dear 0252523c,1
ce3d29cf,iar 001007b8 dear 065b4c7c,1
78b18fbc,iar 001007a8 dear 065b4cac,1
d629f5c8,ciod: generated 128 core files for program /g/g20/valone1/SPaSM-shock/SPaSM_mpi,1
9399118b,iar 001066ac dear 0252523c,1
b23ec43a,iar 001066c4 dear 0252527c,1
cbc05b95,iar 001066c4 dear 0252523c,1
4b3a071f,iar 001066ac dear 025252bc,1
75fb031e,iar 001066c4 dear 0252529c,1
fde46a0d,2667384 floating point alignment exceptions,1
2cc958df,iar 00106570 dear 0245a5bc,1
ff1c1827,iar 00106570 dear 0245a5ec,1
bd66d40d,iar 0010653c dear 0245a63c,1
fd004ed0,407736 floating point alignment exceptions,1
d14bbae6,428412 floating point alignment exceptions,1
4d3e95f5,441348 floating point alignment exceptions,1
733866f2,iar 001061d4 dear 024696cc,1
3d3a142e,iar 00106348 dear 024696bc,1
7b502158,iar 00106204 dear 02f75edc,1
6b143f6b,"CE sym 21, at 0x111d8c60, mask 0x01",1
0d059795,"CE sym 34, at 0x11e7ed80, mask 0x80",1
3d415c22,"2 ddr errors(s) detected and corrected on rank 0, symbol 18, bit 6",1
f8edaaf1,"ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied",2
9bd7bd85,iar 00105e88 dear 02f6436c,1
80f55d04,iar 00105e84 dear 0244f29c,1
806fb2b9,"CE sym 30, at 0x042358a0, mask 0x20",2
dd664356,ciod: generated 128 core files for program /g/g24/germann2/BGL-demo/SPaSM_mpi,1
78e1d0ae,iar 001061e8 dear 0247012c,2
700aa56f,iar 001061e8 dear 0247015c,5
26ef0ae6,iar 00106200 dear 0247016c,1
0f42b899,iar 001061b4 dear 024701dc,1
439e1758,iar 00106200 dear 0247019c,3
b4a1ed0b,iar 00105e84 dear 024701dc,1
400b21f9,iar 001061e8 dear 0247018c,1
e2f5c124,iar 001061b4 dear 0247017c,3
ea6e10c0,iar 001061b4 dear 024701ac,1
ae2fafb4,19220208 floating point alignment exceptions,1
c600d85f,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00589370 90990003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",1
50ff33b8,iar 00106ba0 dear 0246de3c,1
9fb1fef7,iar 00106b98 dear 0246dd9c,1
4a77035d,iar 00106c0c dear 0246de1c,1
8704842d,5302707 floating point alignment exceptions,1
2994ba85,iar 00106448 dear 0246dbbc,1
dc9ca0da,iar 00106448 dear 0246db5c,1
483279ef,iar 00106448 dear 0246dbec,1
6927903d,"CE sym 25, at 0x10e1bce0, mask 0x40",1
34037f3f,iar 00106288 dear 02f7a0fc,1
1bcfdacb,iar 00113890 dear 0fee9c3c,1
60f43f2b,iar 00113898 dear 0fee9c4c,2
9eb6435d,5 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,1
6796aa05,"CE sym 9, at 0x12870760, mask 0x40",1
e8a1ed5d,3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,1
dc0caa00,"CE sym 6, at 0x00e462c0, mask 0x02",1
75f8bca4,"CE sym 25, at 0x00e19cc0, mask 0x10",1
db2a320a,"2 ddr errors(s) detected and corrected on rank 0, symbol 4, bit 4",1
5759d186,"CE sym 15, at 0x1bb2fe80, mask 0x02",1
069fc97c,iar 00106274 dear 0246da8c,1
94bfd997,iar 00106448 dear 0246dacc,1
eb80ad74,iar 00106298 dear 02f7a18c,1
736dd9bf,488205 floating point alignment exceptions,1
86591381,ciod: generated 128 core files for program /bgl/apps/followup/SPaSM_static/SPaSM_mpi.new_comp,1
7c67b37d,"1 ddr errors(s) detected and corrected on rank 0, symbol 8, bit 7",1
35a72b99,"CE sym 25, at 0x12127ee0, mask 0x10",1
0707691f,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00ce22e8 e6200003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",1
006368a7,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00ce22e8 e6200003 00000002 00000000) PSR0=20021f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",1
e84d0e9f,"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type",2
a2741b4f,ciod: generated 128 core files for program /bgl/apps/followup/SPaSM_static/SPaSM_mpi.rel2,1
648d7637,ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,2
859bc8de,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=009756d5 8bfa0003 00000002 00000000) PSR0=20021f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",1
4b8070c3,"ciod: Error loading /bgl/apps/followup/SPaSM_static/SPaSM.460-1115: invalid or missing program image, Permission denied",1
5be096f7,torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over seconds,2
5abc38e5,"ciod: Received signal 15, code=0, errno=0, address=0x000001b0",4
4aafa1b4,"CE sym 28, at 0x1efc7020, mask 0x20",1
a1d320af,ciod: generated 128 core files for program /g/g90/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDbglV,2
c17e917f,Lustre mount FAILED : bglio78 : block_id : location,1
5a695884,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),7
979dd8fa,"ciod: Received signal 15, code=0, errno=0, address=0x000001b2",1
87191a62,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41554, Connection timed out",1
cca118cb,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52839, Connection reset by peer",1
5db2446c,"ciod: Received signal 15, code=0, errno=0, address=0x0000044a",1
a346154f,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52930, Connection reset by peer",1
65bc64a5,"ciod: Received signal 15, code=0, errno=0, address=0x0000044d",1
59d9899e,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53387, Connection reset by peer",1
1780b555,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41060, Connection timed out",1
47251387,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41587, Connection reset by peer",1
e4076bb8,"CE sym 14, at 0x136cd5e0, mask 0x04",1
8a5c46f9,dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,1
84c08fac,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41534, Link has been severed",1
457abad9,"ciod: Received signal 15, code=0, errno=0, address=0x00001a12",1
27897760,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:54780, Link has been severed",1
db170d42,"ciod: Received signal 15, code=0, errno=0, address=0x000001f8",1
9f94d88e,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:60243, Link has been severed",1
8e2b94d3,"ciod: Received signal 15, code=0, errno=0, address=0x000001f5",3
53300689,"ciod: Received signal 15, code=0, errno=0, address=0x000001f2",4
b3b1c4d4,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47189, Link has been severed",1
77b17bd0,r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000,1
9e4d32d7,13 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 4562 seconds,1
144f1302,"CE sym 1, at 0x01d7eaa0, mask 0x02",1
9c9d4842,ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory,2
92420707,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,51
268cafb1,"total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",71
77341f4b,"CE sym 4, at 0x0589f8e0, mask 0x10",1
d98e59cc,"CE sym 27, at 0x00284720, mask 0x11",1
8419650e,"CE sym 9, at 0x0021d9c0, mask 0x20",1
7140b906,"CE sym 15, at 0x06a72120, mask 0x04",1
43ba6776,"1 ddr error(s) detected and corrected on rank 0, symbol 24 over 335 seconds",1
7d6bd641,"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648",1
d9735fda,"Kernel detected 35591540 integer alignment exceptions (35591533) iar 0x0023f108, dear 0x1feaa260 (35591534) iar 0x00265564, dear 0x1feaa1c0 (35591535) iar 0x00265574, dear 0x1feaa1e0 (35591536) iar 0x00265578, dear 0x1feaa200 (35591537) iar 0x00265588, dear 0x1feaa220 (35591538) iar 0x0026558c, dear 0x1feaa240 (35591539) iar 0x00265594, dear 0x1feaa260 (35591540) iar 0x00265598, dear 0x1feaa280",1
19c6726b,"CE sym 33, at 0x1ff2fc60, mask 0x04",1
7b4ba4ac,"CE sym 11, at 0x06366640, mask 0x04",1
6e62ba49,"CE sym 19, at 0x057c7e00, mask 0x20",1
bf09393d,"159 ddr error(s) detected and corrected on rank 0, symbol 29 over 2486 seconds",1
bc6a6051,"CE sym 29, at 0x0ea9fd60, mask 0x40",1
0ff6e3fb,total of 1 ddr error(s) detected and corrected over 2487 seconds,1
64d56eed,minus normalized number..................0,1
c500524e,Lustre mount FAILED : bglio617 : block_id : location,1
c56cf501,fraction rounded.........................0,1
0ea50ffe,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",1
f848d6c7,size of scratchpad portion of L3.........0 (0M),1
63e2d263,"Kernel detected 3830884 integer alignment exceptions (3830877) iar 0x00544ea8, dear 0x01fc1ba0 (3830878) iar 0x00544eb8, dear 0x01fc1bc0 (3830879) iar 0x00544ea8, dear 0x01fc1be0 (3830880) iar 0x00544eb8, dear 0x01fc1c00 (3830881) iar 0x00544ee0, dear 0x01fc1c20 (3830882) iar 0x00544ef0, dear 0x01fc1c40 (3830883) iar 0x00544ee0, dear 0x01fc1c60 (3830884) iar 0x00544ef0, dear 0x01fc1c80",1
77db7dd7,"Kernel detected 3853444 integer alignment exceptions (3853437) iar 0x00544ea8, dear 0x01ef5e20 (3853438) iar 0x00544eb8, dear 0x01ef5e40 (3853439) iar 0x00544ea8, dear 0x01ef5e60 (3853440) iar 0x00544eb8, dear 0x01ef5e80 (3853441) iar 0x00544ee0, dear 0x01ef5ea0 (3853442) iar 0x00544ef0, dear 0x01ef5ec0 (3853443) iar 0x00544ee0, dear 0x01ef5ee0 (3853444) iar 0x00544ef0, dear 0x01ef5f00",1
65715d54,"Kernel detected 3747792 integer alignment exceptions (3747785) iar 0x00544ea8, dear 0x01fc9220 (3747786) iar 0x00544eb8, dear 0x01fc9240 (3747787) iar 0x00544ea8, dear 0x01fc9260 (3747788) iar 0x00544eb8, dear 0x01fc9280 (3747789) iar 0x00544ee0, dear 0x01fc92a0 (3747790) iar 0x00544ef0, dear 0x01fc92c0 (3747791) iar 0x00544ee0, dear 0x01fc92e0 (3747792) iar 0x00544ef0, dear 0x01fc9300",1
9d4c6fba,"Kernel detected 3946290 integer alignment exceptions (3946283) iar 0x00544ea8, dear 0x01ef6080 (3946284) iar 0x00544eb8, dear 0x01ef60a0 (3946285) iar 0x00544ea8, dear 0x01ef60c0 (3946286) iar 0x00544eb8, dear 0x01ef60e0 (3946287) iar 0x00544ee0, dear 0x01ef6100 (3946288) iar 0x00544ef0, dear 0x01ef6120 (3946289) iar 0x00544ee0, dear 0x01ef6140 (3946290) iar 0x00544ef0, dear 0x01ef6160",1
bacd8cdf,"Kernel detected 4909176 integer alignment exceptions (4909169) iar 0x00544ea8, dear 0x01fc8a40 (4909170) iar 0x00544eb8, dear 0x01fc8a60 (4909171) iar 0x00544ea8, dear 0x01fc8a80 (4909172) iar 0x00544eb8, dear 0x01fc8aa0 (4909173) iar 0x00544ee0, dear 0x01fc8ac0 (4909174) iar 0x00544ef0, dear 0x01fc8ae0 (4909175) iar 0x00544ee0, dear 0x01fc8b00 (4909176) iar 0x00544ef0, dear 0x01fc8b20",1
c8ee6b3a,"Kernel detected 4898338 integer alignment exceptions (4898331) iar 0x00544ea8, dear 0x049e75e0 (4898332) iar 0x00544eb8, dear 0x049e7600 (4898333) iar 0x00544ea8, dear 0x049e7620 (4898334) iar 0x00544eb8, dear 0x049e7640 (4898335) iar 0x00544ee0, dear 0x049e7660 (4898336) iar 0x00544ef0, dear 0x049e7680 (4898337) iar 0x00544ee0, dear 0x049e76a0 (4898338) iar 0x00544ef0, dear 0x049e76c0",1
9387ff2b,"Kernel detected 3945740 integer alignment exceptions (3945733) iar 0x00544ea8, dear 0x01ef7960 (3945734) iar 0x00544eb8, dear 0x01ef7980 (3945735) iar 0x00544ea8, dear 0x01ef79a0 (3945736) iar 0x00544eb8, dear 0x01ef79c0 (3945737) iar 0x00544ee0, dear 0x01ef79e0 (3945738) iar 0x00544ef0, dear 0x01ef7a00 (3945739) iar 0x00544ee0, dear 0x01ef7a20 (3945740) iar 0x00544ef0, dear 0x01ef7a40",1
0d2a2e4c,"Kernel detected 3486044 integer alignment exceptions (3486037) iar 0x00544ea8, dear 0x01ef7c60 (3486038) iar 0x00544eb8, dear 0x01ef7c80 (3486039) iar 0x00544ea8, dear 0x01ef7ca0 (3486040) iar 0x00544eb8, dear 0x01ef7cc0 (3486041) iar 0x00544ee0, dear 0x01ef7ce0 (3486042) iar 0x00544ef0, dear 0x01ef7d00 (3486043) iar 0x00544ee0, dear 0x01ef7d20 (3486044) iar 0x00544ef0, dear 0x01ef7d40",1
e4d42b37,"ciod: Error loading /g/g90/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV: invalid or missing program image, No such file or directory",2
fd453908,"1 ddr error(s) detected and corrected on rank 0, symbol 9 over 986 seconds",1
391b2db5,total of 5 ddr error(s) detected and corrected over 9108 seconds,1
4066276d,"ciod: Error loading /p/gb1/stella/SPPM/1322/sppm_DD: invalid or missing program image, Permission denied",1
b46f4391,"ciod: Error loading /bgl/apps/SWL/stability/MDCASK/WORK/1383/inferno: invalid or missing program image, Permission denied",1
d6c84ed5,"ciod: Error loading /p/gb1/stella/UMT2K/1372/umt2k_DD: invalid or missing program image, Permission denied",1
516f690d,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",1
ac04e4b7,"ciod: Error loading /p/gb1/stella/UMT2K/1325/umt2k_DD: invalid or missing program image, Permission denied",1
2eca61b2,"ciod: Error loading /p/gb1/stella/UMT2K/1369/umt2k_DD: invalid or missing program image, Permission denied",1
c44dd7ca,"ciod: Error loading /bgl/apps/SWL/stability/HPL/WORK/1498./hpl_DD: invalid or missing program image, No such file or directory",1
d1870ab5,"ciod: Error loading /bgl/apps/SWL/stability/HPL/WORK/1501./hpl_DD: invalid or missing program image, No such file or directory",1
5b67bc09,"28 ddr error(s) detected and corrected on rank 0, symbol 21 over 11562 seconds",1
a77244af,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,1
48a32f65,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:55929, Link has been severed",1
5e691015,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:56170, Link has been severed",1
e2bc8821,"2 ddr error(s) detected and corrected on rank 0, symbol 28 over 3365 seconds",1
63908051,"ciod: Error loading /g/g0/spelce1/Tuned/SPaSM-base/rundir/SPaSM.baseline: invalid or missing program image, Permission denied",1
d1e83ec7,"2 ddr error(s) detected and corrected on rank 0, symbol 34 over 2738 seconds",1
d47de601,"5 ddr error(s) detected and corrected on rank 0, symbol 28 over 2946 seconds",1
8c0fdfe3,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:49934, Link has been severed",1
9b3243de,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:50288, Link has been severed",1
ebc2d039,total of 20 ddr error(s) detected and corrected over 22070 seconds,1
58b7753b,2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,1
09ff4e4b,total of 3 ddr error(s) detected and corrected over 8732 seconds,1
9629a858,ciod: generated 128 core files for program /g/g24/germann2/SPaSM_static/SPaSM_mpi,1
1239cef9,"ciod: Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.32.exe: program image too big, 361544528 > 266076160",1
1a068bbf,fpr29=0xffffffff ffffffff ffffffff ffffffff,1
6e12673f,Machine State Register: 0x0002f900,1
dd2687f3,ciod: generated 128 core files for program /g/g24/germann2/SPaSM_mini/MEAM/r13,1
