,EventTemplate,Occurrences
310,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 3226 seconds.  Ignoring.",1
311,17:13:03.545 : Starting AirDrop server for user {user} on {event},1
312,17:26:44.228 : Scanning mode Contacts Only,1
313,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 40 seconds.  Ignoring.",1
314,18:35:05.187 : Scanning mode Contacts Only,1
315,CGXDisplayDidWakeNotification [{id}]: posting kCGSDisplayDidWake,3
316,Peripheral manager is not powered on,3
317,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1867 seconds.  Ignoring.",1
318,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 36678 seconds.  Ignoring.",1
319,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 35003 seconds.  Ignoring.",1
320,20:54:03.455 : BTLE scanner Powered On,1
321,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 138144 seconds.  Ignoring.",1
322,__{int}-[{class} {method}]_block_invoke {block} - {message} {code}.{code} {id} {address},1
323,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 132 seconds.  Ignoring.",1
324,21:07:16.729 : Scanning mode Contacts Only,1
325,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1843 seconds.  Ignoring.",1
326,22:29:26.099 : BTLE scanner Powered On,1
327,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 978 seconds.  Ignoring.",1
328,"PM response took {time} ms ({id}, {app})",1
329,"device_generate_lock_screen_screenshot: authw 0x7fa824145a00(2000)[0, 0, 1440, 900] shield 0x7fa825dafc00(2001), dev [1440,900]",1
330,Cocoa scripting error for '{hex}': {message},71
331,.sdef warning for argument '{arg}' of command '{command}' in suite '{suite}': '{value}' is not a valid type name.,1
332,objc[{pid}]: Class {class} is implemented in both {path1} and {path2}. One of the two will be used. Which one is undefined.,2
333,Invalidating watch set.,1
334,00:03:06.178 : Started generating hashes,1
335,00:03:36.715 : BTLE scanning started,1
336,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of {bytes} bytes @ {time} took {duration} sec. to complete, {reads} reads >= {threshold} sec.",1
337,button report: 0X80076ED,1
338,-_continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.,1
339,-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.,1
340,[{time}] ({service}) {message} err={error},1
341,[{time}] <<<< CRABS >>>> crabsWaitForLoad: [{address}] Wait time out - {code} (msRequestTimeout {timeout}),1
342,tcp_connection_handle_connect_conditions_bad 22710 failed: {code} - {reason},1
343,Failed to stop a scan - central is not powered on: {code},1
344,Wake reason: {reason} ({detail}),1
345,**** [{service}][{message}] -- {status} ({description}) -- {code} ****,3
346,"hibernate_newruntime_map time: {time} ms, {function}(), ml_get_interrupts_enabled {value}",2
347,"hibernate_machine_init pagesDone {pages} sum2 {sum}, time: {time} ms, disk({diskCode}) {diskSpeed} Mb/s, comp bytes: {compBytes} time: {compTime} ms {compSpeed} Mb/s, crypt bytes: {cryptBytes} time: {cryptTime} ms {cryptSpeed} Mb/s",1
348,vm_compressor_fastwake_warmup ({int} - {int}) - starting,1
349,<IMMacNotificationCenterManager: {id}>: Updating enabled: {enabled}   (Topics: ({topics})),2
350,YYYY-MM-DD HH:MM:SS.mmm {processName}[{processID}/{threadID}] [lvl={level}] {methodName} {message},1
351,YYYY-MM-DD HH:MM:SS.sss {process}[{pid}/{hex}] [lvl={level}] {function}() {message},1
352,2017-07-05 {time} {process}[{pid}/{hex}] [lvl={level}] -[{class} {method}] {message},1
353,2017/07/05 {time} | {logType} | {module}  | {file}:{line}:{function}             | {message}.,1
354,<IMMacNotificationCenterManager: {id}>: notification observer: {observer}   notification: {notification},1
355,CCProfileMonitor::freeResources done,1
356,<IMMacNotificationCenterManager: {id}: NC Disabled: {value}>,5
357,Daemon connection invalidated!,1
358,doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[{value1}] - AssocFail:sts:5_rsn:0.xml,1
359,network changed: v4({interface}+:{ipv4}) v6({interface}:{ipv6}) DNS! Proxy SMB,3
360,IOHibernatePollerOpen(0),2
361,"hibernate_machine_init: state {state}, image pages {pages}, sum was {sum}, imageSize {imageSize}, image1Size {image1Size}, conflictCount {conflictCount}, nextFree {nextFree}",1
362,hibernate_rebuild completed - took {time} msecs,1
363,AppleActuatorDevice::stop Entered,1
364,AppleActuatorDevice::start Entered,1
365,"bitmap_size 0x7f0fc, previewSize 0x4028, writing 488299 pages @ 0x97144",1
366,ARPT: {ARPT}: AQM agg params {params} maxlen hi/lo {hi} {lo} minlen {minlen} adjlen {adjlen},2
367,en0: manual intervention required!,1
368,"DB Error: {code} ""{message}""",3
369,YYYY-MM-DD HH:MM:SS.### {processName}[{processID}/{hex}] [lvl={level}] -[{class} {method}] {message},1
370,doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[{value1}] - AuthFail:sts:5_rsn:0.xml,2
371,"device_generate_lock_screen_screenshot: authw {authw}(2000)[{array}], shield {shield}(2001), dev [{width},{height}]",1
372,"arp_client_transmit({interface}) failed, {error} ({code})",1
373,-[NETClientConnection evaluate{methodName}{number}] CI{number} - Perform {methodName}{number}! {QQ}.{number} {tc}{number} {ip}:{port},1
374,[{date}:{time}:{log_level}:{file}({line})] {message},3
375,could discard act {act} inact {inact} purgeable {purgeable} spec {spec} cleaned {cleaned},2
376,"booter start at {booter_time} ms smc {smc_time} ms, [{array}], total {total_time} ms, dsply {dsply_time}, {dsply_ms} ms, tramp {tramp_time} ms",1
377,"hostControllerOnline - Number of Paired devices = 1, List of Paired devices = ( ""84-41-67-32-db-e1"" )",1
378,"bitmap_size 0x7f0fc, previewSize 0x4028, writing 485676 pages @ 0x97144",1
379,**** [{controller}][{action}] -- {message} ****,1
380,AppleActuatorHIDEventDriver: stop,2
381,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = {result} -- {hex} ****,2
382,AppleActuatorDeviceUserClient::start Entered,1
383,2017-07-06 00:30:37.064 ksfetch[{id}/{hex}] [lvl={level}] {function}() {message},1
384,YYYY-MM-DD HH:mm:ss.sss {process}[{pid}/{hex}] [lvl={level}] -[{class} {method}] {message},1
385,[{time}] {function} signalled err={error} ({errorName}) ({description}) at {path} line {line},1
386,"Google Chrome He[{id}] triggered unnest of range {start_address}->{end_address} of DYLD shared region in VM map {vm_map}. While not abnormal for debuggers, this increases system memory footprint until the target exits.",1
387,"hibernate_alloc_pages act {act}, inact {inact}, anon {anon}, throt {throt}, spec {spec}, wire {wire}, wireinit {wireinit}",1
388,-[{class} {method}] {identifier} - Perform CrazyIvan46! QQ.{qq} {tc}{ip}:{port},1
389,hibernate_page_list_setall(preflight {int}) start,1
390,hibernate_page_list_setall time: {time} ms,1
391,IOPolledFilePollersOpen({int}) {int} ms,1
392,hibernate_teardown completed - discarded 93932,1
393,AppleActuatorDeviceUserClient::stop Entered,1
394,[{service}::setConfigState] {message},1
395,[HID] [MT] AppleMultitouchDevice::start entered,1
396,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:{url}] Error Domain=NSURLErrorDomain Code={code} ""The Internet connection appears to be offline."" UserInfo={{NSUnderlyingError={error} {Error Domain=kCFErrorDomainCFNetwork Code={code} ""The Internet connection appears to be offline."" UserInfo={{NSErrorFailingURLStringKey={url}, {key}={value}, {key}={value}}",1
397,Unable to start NetBIOS name service:,2
398,"[{address}] Failed to update account with identifier {identifier}, error: {error}",1
399,Got an XPC error: Connection invalid,1
400,-[{class}({protocol}) {method}] {message},1
401,2017-{month}-{day} {hour}:{minute}:{second}.{microsecond} {processName}[{processID}/{hex}] [lvl={level}] -[{class} {method}] {message},1
402,no sleep images for WillPowerOffWithImages,1
403,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12754 seconds.  Ignoring.",1
404,ChromeExistion main isUndetectWithCommand = 1,2
405,after trim url = {url},1
406,ChromeExistion main strSendMsg = {json},1
407,url host = www.baidu.com,1
408,the url = {url},1
409,11:07:29.673 : Purged contact hashes,1
410,__{int}-[{string} evaluate{string2}{int2}]_block_invoke {string2}{int2} - Hit by torpedo! {string3}.{int3} {string4}{int4} {string5}{float}:{int5},1
411,tcp_connection_handle_connect_conditions_bad 24150 failed: {code} - {reason},1
412,hibernate_rebuild started,1
413,14:16:06.179 : Scanning mode Contacts Only,1
414,"Service ""{service}"" tried to hijack endpoint ""{endpoint}"" from owner: {owner}",3
415,2017-07-06 14:57:16.261 {process}[{pid}/{hex}] [lvl={level}] {function}() {message},1
416,YYYY-MM-DD HH:MM:SS.mmm {processName}[{processID}/{hex}] [lvl={level}] {functionName} {message},1
417,2017-{month}-{day} {hour}:{minute}:{second}.{microsecond} {processName}[{processID}/{hex}] [lvl={level}] -[{class}({delegate}) {method}] {message},1
418,__{int}-[{class} {method}]_block_invoke {block} - {message} {code}.QQ.{int} {service}{id} {address},1
419,17:23:43.193 : Scanning mode Contacts Only,1
420,Sandbox: {address}({id}) deny({code}) {operation} {path},1
421,2017-07-06 06:22:57.163367 PM [{process}] {message},1
422,2017/07/06 {time} | {logType} | {module}  | {file}:{line}:{function}             | {message}.,1
423,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 7518 seconds.  Ignoring.",1
424,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 258 seconds.  Ignoring.",1
425,full wake request (reason {int}) {int} ms,1
426,18:37:30.916 : BTLE scanner Powered Off,1
427,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 65594 seconds.  Ignoring.",1
428,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 5880 seconds.  Ignoring.",1
429,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 16680 seconds.  Ignoring.",1
430,kern_open_file_for_direct_io(0),1
431,Wake reason: {reason} ({type}),1
432,19:17:46.405 : BTLE scanner Powered Off,1
433,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2593 seconds.  Ignoring.",1
434,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 523840 seconds.  Ignoring.",1
435,"PM response took {time} ms ({code}, {string})",1
436,20:03:05.179 : BTLE scanner Powered Off,1
437,[{address}] [Adding [<{operation}>] to failed operations.],1
438,YYYY-MM-DD HH:mm:ss.sss {processName}[{processID}/{hex}] [lvl={level}] -[{class} {method}] {message},1
439,"Page bounds {{x1}, {y1}, {x2}, {y2}}",2
440,Failed to connect ({outlet}) outlet from ({view}) to ({class}): {error},1
441,[{address}] [{message}] [{operation}],1
442,"[{address}] [Account refresh failed with error: {error} UserInfo={AccountName={account}, CalDAVErrFromRefresh={value}, CoreDAVHTTPHeaders=<CFBasicHash {id} [0x{hex}]>{type = immutable dict, count = {count}, entries => {entries}}",1
443,Sandbox: {processName}({processID}) deny({code}) {operation} {object}: {additionalInfo},1
444,"no application identifier provided, can't use provisioning profiles [pid={pid}]",1
445,tcp_connection_destination_handle_tls_close_notify 111 closing socket due to TLS CLOSE_NOTIFY alert,1
446,CFNetwork SSLHandshake failed (-9802),1
447,"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:{address} H:[NSImageView:{address}(38)]>"", ""<NSLayoutConstraint:{address} H:|-(14)-[NSImageView:{address}]   (Names: PageItemCell:{address}, '|':PageItemCell:{address} )>"", ""<NSLayoutConstraint:{address} 'NSView-Encapsulated-Layout-Width' H:[PageItemCell({value})]   (Names: PageItemCell:{address} )>"", ""<NSLayoutConstraint:{address} H:[NSImageView:{address}]-(10)-[NSTextField:{address}",1
448,"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:{address} H:[NSImageView:{address}(38)]>"", ""<NSLayoutConstraint:{address} H:|-(14)-[NSImageView:{address}]   (Names: PageItemCell:{address}, '|':PageItemCell:{address} )>"", ""<NSLayoutConstraint:{address} 'NSView-Encapsulated-Layout-Width' H:[PageItemCell({value})]   (Names: PageItemCell:{address} )>"", ""<NSLayoutConstraint:{address} H:[NSImageView:{address}]-(10)-[NSTextField:{address}]",1
449,"Configuration Notice: ASL Module ""{module1}"" sharing output destination ""{destination}"" with ASL Module ""{module2}"". Output parameters from ASL Module ""{module2}"" override any specified in ASL Module ""{module1}"".",1
450,(DiskStore.Normal:2382) 20cb04f 1.000086,1
451,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 5703 seconds.  Ignoring.",1
452,YYYY-MM-DD HH:MM:SS.sss {processName}[{processID}/{hex}] [lvl={level}] -[{class} {method}] {message},1
453,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 893 seconds.  Ignoring.",1
454,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 498005 seconds.  Ignoring.",1
455,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 35733 seconds.  Ignoring.",1
456,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 33282 seconds.  Ignoring.",1
457,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 106 seconds.  Ignoring.",1
458,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1065 seconds.  Ignoring.",1
459,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 26744 seconds.  Ignoring.",1
460,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 25947 seconds.  Ignoring.",1
461,"CCDataTap::profileRemoved, Owner: {owner}, Name: {name}",2
462,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 481541 seconds.  Ignoring.",1
463,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 14028 seconds.  Ignoring.",1
464,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 845 seconds.  Ignoring.",1
465,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 9959 seconds.  Ignoring.",1
466,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 10028 seconds.  Ignoring.",1
467,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 9219 seconds.  Ignoring.",1
468,Unrecognized XSSimpleTypeDefinition: OneOff,2
469,DB Path: {path},1
470,Could not get event name for stream/token: {stream}/{token}: {code}: {message},1
471,2017-07-07 10:54:41.296 {process}[{pid}/{hex}] [lvl={level}] {function}() {message},1
472,2017-07-07 10:54:41.875 GoogleSoftwareUpdateAgent[{id}/{hex}] [lvl={level}] -[{class} {method}] {message},1
473,Error in CoreDragRemoveTrackingHandler: -1856,1
474,Session 101800 destroyed,1
475,doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[{value1}] - AssocFail:sts:{sts}_rsn:{rsn}.xml,1
476,-[NETClientConnection evaluate{methodName}{number}] CI{number} - Perform {methodName}{number}! {appName}.{processID} {tcNumber} {ipAddress}:{port},1
477,tcp_connection_handle_connect_conditions_bad 25340 failed: {code} - {reason},1
478,-[NETClientConnection evaluate{methodName}{number}] CI{number} - Perform {methodName}{number}! QQ.{number} {string}{number} {ip}:{port},2
479,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code={code} ""{description}"" UserInfo={NSUnderlyingError={error} {Error Domain=kCFErrorDomainCFNetwork Code={code} ""{description}"" UserInfo={NSErrorFailingURLStringKey={url}, NSErrorFailingURLKey={url}, _kCFStreamErrorCodeKey={key}, _kCFStreamErrorDomainKey={key}, NSLocalizedDescription={description}}}",1
480,Session 102106 destroyed,1
481,"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: [{architecture}] {library} {offset}   {function} + {line} {offset}   {function} + {line} {library}                   {offset} {function} + {line} {library}                   {offset} {function}",1
482,"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.",1
483,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 40 seconds.  Ignoring.",1
484,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 68031 seconds.  Ignoring.",1
485,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2889 seconds.  Ignoring.",1
486,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 67203 seconds.  Ignoring.",1
487,18:50:46.109 : BTLE scanner Powered On,1
488,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 4223 seconds.  Ignoring.",1
489,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 65558 seconds.  Ignoring.",1
490,full wake promotion (reason {reason}) {time} ms,1
491,"securityd_xpc_dictionary_handler cloudd[{id}] copy_matching Error Domain=NSOSStatusErrorDomain Code={code} ""{message}"" ({error}: {description}) UserInfo={{key}={value}}",1
492,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <{descriptor}>.,1
493,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor {descriptor}.,1
494,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, {code})",1
495,"[QL] No sandbox token for request <{request}>, it will probably fail",1
496,"schedule invalidation <DYTransport {address}, error: {error}>",1
497,[{time}] {function} signalled err={error} ({errorName}) ({message}) at  line {line},1
498,<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec {codec},1
499,<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId: Unrecognized codec {int}.({string}). Failed codec specific check.,1
500,CoreAnimation: timed out fence {fence},1
501,Failed to connect (view) outlet from ({class}) to ({class}): {reason},1
502,2017/07/07 {time} | {logType} | {module} | {file}:{line}:{function} | {message},1
503,21:58:33.765 ERROR:    177: timed out after {time}s ({val1} {val2}); mMajorChangePending={val3},1
504,22:24:31.135 : BTLE scanner Powered On,1
505,efi pagecount {count},2
506,did discard act {act} inact {inact} purgeable {purgeable} spec {spec} cleaned {cleaned},1
507,Host controller terminated,1
508,[HID] [MT] AppleActuatorHIDEventDriver::start entered,1
509,Captive: CNPluginHandler en0: Evaluating,1
510,__{int}-[{string} evaluate{string}{int}]_block_invoke {string}{int} - Hit by torpedo! QQ.{int} {string}{int} {string}:{int},1
511,[{service}]{level}: {message},2
512,tcp_connection_handle_connect_conditions_bad 26042 failed: {code} - {reason},1
513,vm_compressor_fastwake_warmup completed - took {time} msecs,1
514,[{module}] {message},1
515,"securityd_xpc_dictionary_handler cloudd[{id}] copy_matching Error Domain=NSOSStatusErrorDomain Code={code} ""{message}"" ({error}: {description}) UserInfo={{NSDescription={description}}}",1
516,"Unable to simultaneously satisfy constraints: ( ""<NSAutoresizingMaskLayoutConstraint:{address} h=-&- v=-&- V:[NSScrollView:{address}]-(11)-|   (Names: '|':NSView:{address} )>"", ""<NSAutoresizingMaskLayoutConstraint:{address} h=-&- v=-&- V:|-(45)-[NSScrollView:{address}]   (Names: '|':NSView:{address} )>"", ""<NSAutoresizingMaskLayoutConstraint:{address} h=-&- v=--& V:[NSView:{address}(0)]>"", ""<NSAutoresizingMaskLayoutConstraint:{address} h=-&- v=-&- V:|-",1
517,2017-{month}-{day} {hour}:{minute}:{second}.{millisecond} {processName}[{processID}/{hex}] [lvl={level}] -[{class}({delegate}) {method}] {message},1
518,2017-{month}-{day} {hour}:{minute}:{second}.{microsecond} {processName}[{processID}/{hex}] [lvl={level}] -[{class}({threadName}) {functionName}] {message},1
519,"Arranged view frame: {{x1, y1} {width, height}}",1
520,CCProfileMonitor::setStreamEventHandler,1
521,Telling CSI to go low power.,1
